,Stadtviertel,Stadtviertel Latitude,Stadtviertel Longitude,Venue,Venue id,Venue Latitude,Venue Longitude,Venue Category,Stadteil
1303,Lövenich-West,50.946037812197154,6.825292518207093,S Köln-Weiden West,4b8c9ac7f964a520f5d732e3,50.94083845338714,6.81510121948052,Light Rail Station,Germania Carré
1304,Lövenich-West,50.946037812197154,6.825292518207093,Zur alten Post,52a77cc6498e7e83c3042678,50.93884846411612,6.833321223738171,Gastropub,Alt-Weiden
1305,Ehrenfeld,50.95086608027392,6.926511277577958,Kaffeebud Ehrenfeld,51b46667498ebe9d49d4c5ed,50.95165099572768,6.922659943836585,Café,Ehrenfeld
1306,Ehrenfeld,50.95086608027392,6.926511277577958,Café Sehnsucht,4b058869f964a5202fc422e3,50.949969738268486,6.923212599845336,Café,Ehrenfeld
1307,Ehrenfeld,50.95086608027392,6.926511277577958,Van Dyck Rösterei,4c20d7ef14bfef3b310942bc,50.949294283914256,6.922660866620822,Coffee Shop,Ehrenfeld
1308,Ehrenfeld,50.95086608027392,6.926511277577958,Haus Scholzen,4b51a1fcf964a5204e5127e3,50.9471370807692,6.923044432753385,German Restaurant,Vogelsanger Str.
1309,Ehrenfeld,50.95086608027392,6.926511277577958,Weltempfänger,4bb59abb941ad13a6f691ee3,50.946248015637536,6.925467460467267,Hostel,Ehrenfeld
1310,Ehrenfeld,50.95086608027392,6.926511277577958,Taverne Alekos,4b6b186ef964a5207af22be3,50.94773355713857,6.921719478524409,Taverna,Vogelsanger Str.
1311,Ehrenfeld,50.95086608027392,6.926511277577958,Café Schwesterherz,4ce7c847f8653704cbe3abc4,50.94685408468222,6.923818786407203,Café,Vogelsanger Str.
1312,Ehrenfeld,50.95086608027392,6.926511277577958,Maison Baguette,4b587314f964a520525828e3,50.94736,6.922932,Sandwich Place,Ehrenfeld
1313,Ehrenfeld,50.95086608027392,6.926511277577958,Trattoria Salento,4b05886ff964a520d7c522e3,50.95461821810254,6.924996033193081,Trattoria/Osteria,Neuehrenfeld
1314,Ehrenfeld,50.95086608027392,6.926511277577958,cafecafe,4f97ea66e4b0cb04ce2b7360,50.94642003777938,6.924904241005323,Café,Ehrenfeld
1315,Ehrenfeld,50.95086608027392,6.926511277577958,Pfeiler Grill,4bc210d92a89ef3b7925f388,50.95158871779485,6.92557878855235,Greek Restaurant,Ehrenfeld
1316,Ehrenfeld,50.95086608027392,6.926511277577958,Edelgrün,592ad1242be4255fb7b62dc6,50.946604728770886,6.924192207722926,Gluten-free Restaurant,Vogelsanger Str.
1317,Ehrenfeld,50.95086608027392,6.926511277577958,meer sehen,4b190520f964a52037d723e3,50.94915277731301,6.919536221933498,Tapas Restaurant,Ehrenfeld
1318,Ehrenfeld,50.95086608027392,6.926511277577958,Sushi Ninja,4f213a6ce4b0628b54267e51,50.9469861052623,6.9234368579549,Sushi Restaurant,Vogelsanger Str.
1319,Ehrenfeld,50.95086608027392,6.926511277577958,Café Franck,4b6c2043f964a5201b252ce3,50.95614121453656,6.922532056850916,Café,Neuehrenfeld
1320,Ehrenfeld,50.95086608027392,6.926511277577958,"""L""",4d6085ac5c39b1f79978054a,50.952229,6.920724,Bar,Ehrenfeld
1321,Ehrenfeld,50.95086608027392,6.926511277577958,Simit Sarayi,5200faf8498e70dc61acab5f,50.94810733064583,6.920995046599171,Café,Ehrenfeld
1322,Ehrenfeld,50.95086608027392,6.926511277577958,Neptunbad,4b5557a2f964a52008e227e3,50.94737072451182,6.9192613839572354,Spa,Vogelsanger Str.
1323,Ehrenfeld,50.95086608027392,6.926511277577958,ehrenfeld.cafe,531a3291498e92595960300c,50.94575388923822,6.926737725734711,Café,Ehrenfeld
1324,Ehrenfeld,50.95086608027392,6.926511277577958,pane e ciocolata,4b59ed1af964a52071a128e3,50.95416482908761,6.92449981395004,Italian Restaurant,Neuehrenfeld
1325,Ehrenfeld,50.95086608027392,6.926511277577958,Pizza e Caffé,4ddc0030d4c082f960bcccbc,50.95171750334456,6.925359127846661,Pizza Place,Ehrenfeld
1326,Ehrenfeld,50.95086608027392,6.926511277577958,Bumann & Sohn,58791a7752a05106f28f71f4,50.95211480469088,6.918134706967542,Bar,Ehrenfeld-West
1327,Ehrenfeld,50.95086608027392,6.926511277577958,Königsblut,4b05886af964a5204dc422e3,50.946968666592525,6.921688870468963,Bar,Vogelsanger Str.
1328,Ehrenfeld,50.95086608027392,6.926511277577958,Bäckerei Becher,4e9a9e3c4901d3b0b6ff3cee,50.95453655940608,6.92483501734336,Bakery,Neuehrenfeld
1329,Ehrenfeld,50.95086608027392,6.926511277577958,LizBÄT,4a12fc13f964a520aa771fe3,50.947687710686694,6.9209685333903455,Creperie,Vogelsanger Str.
1330,Ehrenfeld,50.95086608027392,6.926511277577958,Kebapland,50227319e4b04d1e262f8ac3,50.95086730643867,6.915642246157786,Kebab Restaurant,Ehrenfeld-West
1331,Ehrenfeld,50.95086608027392,6.926511277577958,Essers Gasthaus,4c1d1b93b306c9286ffc64b7,50.956683919315346,6.927005659896848,Restaurant,Neuehrenfeld
1332,Ehrenfeld,50.95086608027392,6.926511277577958,speisemeister,4ba8b27df964a520c7e739e3,50.954853134880324,6.917377257282534,Restaurant,Ehrenfeld-West
1333,Ehrenfeld,50.95086608027392,6.926511277577958,Balloni,4b058873f964a520f2c622e3,50.9509904,6.9178279,Gift Shop,Ehrenfeld
1334,Ehrenfeld,50.95086608027392,6.926511277577958,Goldmund Literaturcafe,4b5caee6f964a5203e3e29e3,50.951201,6.919985,Café,Ehrenfeld
1335,Ehrenfeld,50.95086608027392,6.926511277577958,Secco,4f1ffcfce4b02792a7731c50,50.9477430118881,6.922661135037987,Wine Bar,Ehrenfeld
1336,Ehrenfeld,50.95086608027392,6.926511277577958,Supasalad,5a53334c286fda5998ed4d31,50.94769356370403,6.92213451859061,Salad Place,Ehrenfeld
1337,Ehrenfeld,50.95086608027392,6.926511277577958,Eisfeld,55d4bfd7498e3f81a27f4060,50.95153772474993,6.91910966556668,Ice Cream Shop,Ehrenfeld
1338,Ehrenfeld,50.95086608027392,6.926511277577958,Gelato é Via,522881ed11d2996ccea8c1aa,50.94653632560853,6.924836039543152,Ice Cream Shop,Ehrenfeld
1339,Ehrenfeld,50.95086608027392,6.926511277577958,ARTheater,4b058870f964a52020c622e3,50.95307194791581,6.918930789617311,Nightclub,Ehrenfeld-West
1340,Ehrenfeld,50.95086608027392,6.926511277577958,Alanya Firini,4c5a85a56407d13a78d1b428,50.954047,6.919833,Turkish Restaurant,Ehrenfeld-West
1341,Ehrenfeld,50.95086608027392,6.926511277577958,Gyrosland,4e1ee79462840ee80744fbb0,50.94625123947312,6.918857207809974,Greek Restaurant,Vogelsanger Str.
1342,Ehrenfeld,50.95086608027392,6.926511277577958,Defne Backstube und Kebaphaus,4c2d96a576a7ef3be2cbdeb8,50.94696541159758,6.923484468439317,Turkish Restaurant,Vogelsanger Str.
1343,Ehrenfeld,50.95086608027392,6.926511277577958,XTRAFIT,54864169498eb267507c50b3,50.953162594296806,6.9378525182039725,Gym / Fitness Center,GE Schlachthof-Süd
1344,Ehrenfeld,50.95086608027392,6.926511277577958,Fridolin,510bb212e4b0bdbff05f9626,50.94956894537282,6.920005998595696,Café,Ehrenfeld
1345,Ehrenfeld,50.95086608027392,6.926511277577958,Jaely's,4b56f539f964a520a72028e3,50.947562091569175,6.922491788864136,Café,Ehrenfeld
1346,Ehrenfeld,50.95086608027392,6.926511277577958,Wallczka,59693376c0cacb445156bc35,50.955421,6.915682,Tapas Restaurant,Ehrenfeld-West
1347,Ehrenfeld,50.95086608027392,6.926511277577958,Saudade,4cf5888d71538cfa45bfaf2e,50.948267082091284,6.920645139928433,Portuguese Restaurant,Ehrenfeld
1348,Ehrenfeld,50.95086608027392,6.926511277577958,Colosseum,4ba3de5bf964a520676838e3,50.953935,6.920213,Italian Restaurant,Ehrenfeld-West
1349,Ehrenfeld,50.95086608027392,6.926511277577958,Piccola L'Originale,4b6ab8dbf964a5208bdd2be3,50.94664836946353,6.924272986900734,Pizza Place,Vogelsanger Str.
1350,Ehrenfeld,50.95086608027392,6.926511277577958,Café Rotkehlchen,510d6a7fe4b04d3f92aea8f2,50.95254965224332,6.913095553372475,Café,Ehrenfeld-West
1351,Ehrenfeld,50.95086608027392,6.926511277577958,Eiscafe Liliana,4b8d08cbf964a5202ce532e3,50.955114,6.917176,Ice Cream Shop,Ehrenfeld-West
1352,Ehrenfeld,50.95086608027392,6.926511277577958,Bagatelle,591f23ec112c6c4c4ce973a4,50.955048,6.9252863,French Restaurant,Neuehrenfeld
1353,Ehrenfeld,50.95086608027392,6.926511277577958,Point One,4c912b75ae45224ba08ce597,50.94641527520146,6.924877568043869,Sports Bar,Ehrenfeld
1354,Ehrenfeld,50.95086608027392,6.926511277577958,Hemmer,4b6d79b8f964a520f2762ce3,50.95168182632619,6.925758719444275,Rhenisch Restaurant,Ehrenfeld
1355,Ehrenfeld,50.95086608027392,6.926511277577958,Weißer Holunder,4b05886bf964a52086c422e3,50.94649411474652,6.938427328611663,Pub,Media-Park
1356,Ehrenfeld,50.95086608027392,6.926511277577958,Masala Empire,5169dc78e4b0f5d3ae0163be,50.947807278429586,6.919668240701723,Indian Restaurant,Vogelsanger Str.
1357,Ehrenfeld,50.95086608027392,6.926511277577958,Selam Restaurant,4f89b239e4b01f95a325dc5a,50.9510067028867,6.917228855610623,Ethiopian Restaurant,Ehrenfeld-West
1358,Ehrenfeld,50.95086608027392,6.926511277577958,Club Bahnhof Ehrenfeld,4bf3e8f3354e9c7446aa2602,50.95181823013617,6.915923224307484,Nightclub,Ehrenfeld-West
1359,Ehrenfeld,50.95086608027392,6.926511277577958,Marieneck,4baa3ea2f964a52024573ae3,50.95287435011442,6.9154123696020005,Restaurant,Ehrenfeld-West
1361,Ehrenfeld,50.95086608027392,6.926511277577958,Die Eisdielerin,563610c8498eaa6c5edec50f,50.95259184078867,6.912999091735085,Ice Cream Shop,Ehrenfeld-West
1362,Ehrenfeld,50.95086608027392,6.926511277577958,dm-drogerie markt,4cd98afd145fa1cd452a0cbd,50.94920694456098,6.918657113290237,Drugstore,Ehrenfeld
1363,Ehrenfeld,50.95086608027392,6.926511277577958,Karadağ Supermarkt,4bd2f7c9462cb713e336dd07,50.95355930355343,6.920990778078105,Supermarket,Ehrenfeld
1365,Ehrenfeld,50.95086608027392,6.926511277577958,Ristorante Pinocchio,4b94f1d4f964a520d18834e3,50.94633820166512,6.9385720811525875,Italian Restaurant,Media-Park
1367,Ehrenfeld,50.95086608027392,6.926511277577958,Fräulein Frida,540af23e498e8ef1a07b6940,50.952721,6.922757,Café,Ehrenfeld
1368,Ehrenfeld,50.95086608027392,6.926511277577958,Da Mario Pasta Pizza Vino,559d60a1498ecb97680083e5,50.95549,6.916232,Italian Restaurant,Ehrenfeld-West
1370,Ehrenfeld,50.95086608027392,6.926511277577958,Theaterhaus,4b058871f964a52058c622e3,50.950205127815295,6.921365069457604,Theater,Ehrenfeld
1372,Ehrenfeld,50.95086608027392,6.926511277577958,Antep Mangal,52c83d91498ebb322a018c99,50.94957827508061,6.917680294764832,Kebab Restaurant,Ehrenfeld
1373,Ehrenfeld,50.95086608027392,6.926511277577958,Maria Eetcafé,507c563de4b0e7d79b49d1cf,50.943751,6.933205,Pub,Colonius
1374,Ehrenfeld,50.95086608027392,6.926511277577958,Restaurant Pöttgen,4ca1a8f927d3bfb7b7064167,50.95598637908113,6.918878925306326,Restaurant,Neuehrenfeld
1375,Ehrenfeld,50.95086608027392,6.926511277577958,cafe goldbraun,54d20a0e498e221a8be09aa9,50.9444040784168,6.923556377638645,Café,Vogelsanger Str.
1377,Ehrenfeld,50.95086608027392,6.926511277577958,Glowing Rooms,52b1cd87498efb55f4295603,50.950561,6.915872,Mini Golf,Ehrenfeld-West
1378,Ehrenfeld,50.95086608027392,6.926511277577958,Yogissimo,53ee1267498edca69009ab37,50.950079239136365,6.916936413807529,Frozen Yogurt Shop,Ehrenfeld
1379,Ehrenfeld,50.95086608027392,6.926511277577958,Çiğköfte VeganLand,5504aedc498eac4a3a9dc2f5,50.94787870297934,6.921362916011294,Cigkofte Place,Vogelsanger Str.
1380,Ehrenfeld,50.95086608027392,6.926511277577958,Badenbaden,4b5b0007f964a52020de28e3,50.94730056489882,6.919347539631445,Restaurant,Vogelsanger Str.
1381,Ehrenfeld,50.95086608027392,6.926511277577958,YUCA,55282787498e45d29647b971,50.951800486911196,6.916188039807956,Nightclub,Ehrenfeld-West
1382,Ehrenfeld,50.95086608027392,6.926511277577958,Moselstübchen,4d59a4a84d9a721e945b430e,50.95496970117678,6.918120706488246,Pub,Neuehrenfeld
1383,Ehrenfeld,50.95086608027392,6.926511277577958,Weinhandel Scholzen,4b5af117f964a5205edb28e3,50.94704868138624,6.923381292632511,Wine Shop,Ehrenfeld
1384,Ehrenfeld,50.95086608027392,6.926511277577958,Piccola,4f462f29e4b080c03a3d85c5,50.952924,6.9128,Italian Restaurant,Ehrenfeld-West
1385,Ehrenfeld,50.95086608027392,6.926511277577958,Zum scheuen Reh,4b730205f964a52071952de3,50.943489094800476,6.933309547330518,Bar,Colonius
1386,Ehrenfeld,50.95086608027392,6.926511277577958,Herkulesberg,4c82d1afdc018cfac16ad36c,50.949910669877255,6.938511292628851,Hill,Germania Carré
1388,Ehrenfeld,50.95086608027392,6.926511277577958,Gewölbe,4de1ac9e1f6e3190ccfedc1f,50.94360188478204,6.933526093578041,Nightclub,Colonius
1389,Ehrenfeld,50.95086608027392,6.926511277577958,Wicleff,4b896857f964a520553332e3,50.95705753243133,6.918566641482533,Gastropub,Neuehrenfeld
1390,Ehrenfeld,50.95086608027392,6.926511277577958,Lenauplatz,4e835ed3d5fbe8dbcc139fee,50.95702830470211,6.918696514774769,Plaza,Neuehrenfeld
1391,Ehrenfeld,50.95086608027392,6.926511277577958,Exquisit,52445d1c498e0b4801692f3f,50.945756501642215,6.918292238837052,Furniture / Home Store,Vogelsanger Str.
1392,Ehrenfeld,50.95086608027392,6.926511277577958,Zimmermann's Reibekuchen,4ccab617b8c8224bfc7717ba,50.94710461473983,6.922936220986516,Vegetarian / Vegan Restaurant,Vogelsanger Str.
1393,Ehrenfeld,50.95086608027392,6.926511277577958,Colonius,4bcf2a089854d13a4c7df54d,50.94715313981372,6.931927800178528,Monument / Landmark,Colonius
1394,Ehrenfeld,50.95086608027392,6.926511277577958,Bäckerei Pastelaria Luso,4e8d4844b8f71a700b1939b5,50.95550477206878,6.932060285000858,Bakery,GE Schlachthof-Süd
1395,Ehrenfeld,50.95086608027392,6.926511277577958,Trattoria Amalfi,4b7edadef964a5207e0430e3,50.945828376355834,6.926326104134837,Trattoria/Osteria,Ehrenfeld
1396,Ehrenfeld,50.95086608027392,6.926511277577958,Cubana Bar Ehrenfeld,56d9eb79498e07b121d73b4d,50.952021,6.914144,Cocktail Bar,Ehrenfeld-West
1397,Ehrenfeld,50.95086608027392,6.926511277577958,Maifeld,4b545273f964a5207bb727e3,50.95593082901994,6.917564109099591,Modern European Restaurant,Neuehrenfeld
1398,Ehrenfeld,50.95086608027392,6.926511277577958,dm-drogerie markt,4b51a136f964a5203b5127e3,50.94696044921875,6.922391891479492,Drugstore,Vogelsanger Str.
1399,Ehrenfeld,50.95086608027392,6.926511277577958,Vasco Da Gama,4b8ea0dff964a520f32c33e3,50.95557853884186,6.932352116768696,Portuguese Restaurant,GE Schlachthof-Süd
1400,Ehrenfeld,50.95086608027392,6.926511277577958,H Liebigstraße,4bb35af4715eef3b423286bb,50.95182636471965,6.925314570662201,Tram Station,Ehrenfeld
1401,Ehrenfeld,50.95086608027392,6.926511277577958,Kamps,4b6cf19cf964a520505f2ce3,50.95061154975558,6.9278597733558405,Bakery,Ehrenfeld
1402,Ehrenfeld,50.95086608027392,6.926511277577958,Fuji,4c876aa5e602b1f72566c77a,50.94723186298087,6.922852549110176,Japanese Restaurant,Vogelsanger Str.
1403,Ehrenfeld,50.95086608027392,6.926511277577958,Telekom Shop,4e133d9e2fb6744af78f0a86,50.9482275,6.9208966,Mobile Phone Shop,Ehrenfeld
1404,Ehrenfeld,50.95086608027392,6.926511277577958,Traubenzeit,4fa025dce4b04840ba421795,50.95606554018197,6.917525519572772,Mediterranean Restaurant,Neuehrenfeld
1407,Siedlung Blauer Hof,50.95225281044814,7.003222109422943,Burns Art Hotel,4dfa038b62e1e9a24368a963,50.95022585016435,6.989926882660141,Hotel,Stegerwald-Siedlung
1434,Siedlung Blauer Hof,50.95225281044814,7.003222109422943,Evim Restaurant,576fef95498e72c8ca05add4,50.95951138,7.00862215,Restaurant,Mülheimer Stadtgarten
1435,Siedlung Blauer Hof,50.95225281044814,7.003222109422943,Yol Türkü Evi,515f62e6e4b04fbbe3398033,50.95957011914578,7.008687736941276,Lounge,Mülheimer Stadtgarten
1459,Siedlung Weiße Stadt,50.9508617624536,7.007862936402543,H Grünstraße,4ffd33cfe4b09e05b28f6519,50.955921878693346,7.000467909005174,Tram Station,Germania Carré
1468,Siedlung Klausenberg,50.94773253876521,7.082751494709918,Novum Business Hotel Silence Garden,535aa535498efc245f142c17,50.94767958311824,7.086701353496109,Hotel,Siedlung Klausenberg
1469,Siedlung Klausenberg,50.94773253876521,7.082751494709918,Rossmann,503fbd0b7e2752ec471b55be,50.94521962322493,7.0748156632514165,Drugstore,Bergische Siedlung
1470,Siedlung Klausenberg,50.94773253876521,7.082751494709918,REWE City,4e1344f8d1647a0fff90f730,50.9450446,7.077148,Supermarket,Brück
1471,Siedlung Klausenberg,50.94773253876521,7.082751494709918,Kamps,4d7f0b69e7e1721e0850eb0b,50.94282887119801,7.0838206121812615,Bakery,Waldtier-Siedlung
1472,Siedlung Klausenberg,50.94773253876521,7.082751494709918,Meti Thai,4eb12b155c5c80159c883bcf,50.94725165208581,7.080043056453143,Thai Restaurant,Brück
1473,Siedlung Klausenberg,50.94773253876521,7.082751494709918,Brauhaus em Hähnche,4b05886bf964a520c0c422e3,50.94593125642428,7.080066435057077,Beer Garden,Brück
1474,Siedlung Klausenberg,50.94773253876521,7.082751494709918,"Weinhaus ""Zur Alten Schule""",4edb6cd846907c1b43debaf8,50.945603484193576,7.078569531440735,German Restaurant,Brück
1475,Siedlung Klausenberg,50.94773253876521,7.082751494709918,Bäckerei Schneider,5690c343498ed05fb5cf89de,50.94499,7.076652,Bakery,Brück
1476,Siedlung Klausenberg,50.94773253876521,7.082751494709918,Trattoria La Vecchia,4c43578a520fa593a183ccac,50.94496282399975,7.075799803244509,Trattoria/Osteria,Bergische Siedlung
1477,Siedlung Klausenberg,50.94773253876521,7.082751494709918,Schreibwaren Gillessen,4f1997efe4b099f9dcbfabdd,50.945438942449066,7.0749266889186595,Paper / Office Supplies Store,Bergische Siedlung
1478,Siedlung Klausenberg,50.94773253876521,7.082751494709918,Stayincologne,4bb5176c2f70c9b676b78330,50.94547056819929,7.074304268399469,Bed & Breakfast,Bergische Siedlung
1479,Siedlung Klausenberg,50.94773253876521,7.082751494709918,H Flehbachstraße,4e2a7233227197a112cf0ec6,50.94779107251352,7.073410900147898,Tram Station,Brück
1480,Siedlung Egelspfad,50.94781339005751,6.863825735617249,Circlewood Stadium,4fdb0bc7e4b0f61a0a18c565,50.940251777153186,6.8711694717105845,Baseball Stadium,Stadion
1481,Siedlung Egelspfad,50.94781339005751,6.863825735617249,Chinarestaurant Mandarin,4d1b1d2c6526a35dcbce0c16,50.95119191136788,6.856389313032074,Asian Restaurant,Siedlung Egelspfad
1482,Siedlung Egelspfad,50.94781339005751,6.863825735617249,Seyri-alem,55afa1c6498e3cecfb317997,50.94752162002285,6.876946910654259,Moving Target,GE Vogelsang
1483,Siedlung Egelspfad,50.94781339005751,6.863825735617249,heilandt kaffeemanufaktur - Rösterei,517265fde4b0b3f53a1ba108,50.948779,6.87742,Coffee Shop,GE Vogelsang
1484,Media-Park,50.94732191471802,6.946696420480432,Mercato Deluxe,4bf2ce4f98ac0f47ec2762a8,50.948143425851484,6.9474958908722115,Italian Restaurant,Media-Park
1485,Media-Park,50.94732191471802,6.946696420480432,Just Fit 18 Premium,534eb31e498e21d276565ed0,50.9483441,6.94542483,Gym / Fitness Center,Media-Park
1486,Media-Park,50.94732191471802,6.946696420480432,Anya Imbiss,516d247de4b0aced3a7f3e21,50.9439785068747,6.944417559164652,Snack Place,Gereons-Viertel
1489,Media-Park,50.94732191471802,6.946696420480432,Hans im Glück - Burgergrill,544a3eb6498ee019d14516b9,50.947812,6.945021,Burger Joint,Media-Park
1490,Media-Park,50.94732191471802,6.946696420480432,MediaPark,4b54846bf964a52037be27e3,50.948044222928665,6.944461094320581,Business Center,Media-Park
1491,Media-Park,50.94732191471802,6.946696420480432,Residenz,4f7d4472e4b0f10f3c861d94,50.94410471018768,6.941983512081294,Indie Movie Theater,Stadtgarten-Viertel
1493,Media-Park,50.94732191471802,6.946696420480432,Klingelpützpark,4c2708003703d13aca72a636,50.946233830171614,6.949195861816406,Park,Gereons-Viertel
1494,Media-Park,50.94732191471802,6.946696420480432,Sushi En,4bcee8f7937ca5937129af92,50.9471207026147,6.9450950387999075,Sushi Restaurant,Media-Park
1496,Media-Park,50.94732191471802,6.946696420480432,Motel One Köln-Mediapark,53143fa1498e3fd9d294e47d,50.94697472359862,6.94546845037988,Hotel,Media-Park
1498,Media-Park,50.94732191471802,6.946696420480432,LeiLei,4b646812f964a520aab02ae3,50.94610080170755,6.945065420768576,Chinese Restaurant,Media-Park
1499,Media-Park,50.94732191471802,6.946696420480432,The QVEST,53b19fd1498e1ac3c13675ea,50.94338109311803,6.944882436622541,Hotel,Gereons-Viertel
1500,Media-Park,50.94732191471802,6.946696420480432,Meson El Cordobes,4c612e71b6f3be9acdfe6073,50.945442,6.940443,Spanish Restaurant,Stadtgarten-Viertel
1501,Media-Park,50.94732191471802,6.946696420480432,25Hours Hotel The Circle,5b54808f9e3b65002c97e927,50.942225920300785,6.943312383922603,Hotel,Gereons-Viertel
1502,Media-Park,50.94732191471802,6.946696420480432,SUMO,4da6cac804377705c2ff207c,50.94700961947684,6.945257738195749,Sushi Restaurant,Media-Park
1504,Media-Park,50.94732191471802,6.946696420480432,Em Hähnche,4e0f50c68877936cb40e35d1,50.94372,6.945089,German Restaurant,Gereons-Viertel
1505,Media-Park,50.94732191471802,6.946696420480432,EGE Lounge,4d9e092ec4b5370474e8242e,50.94842939728002,6.945390321971962,Lounge,Media-Park
1506,Media-Park,50.94732191471802,6.946696420480432,August-Sander-Park,4bcd9121cc8cd13a75b1c2cf,50.949436257798624,6.948577985048511,Park,Media-Park
1508,Media-Park,50.94732191471802,6.946696420480432,Al-Andalus,4b05886ff964a520ebc522e3,50.94559820469621,6.94060501790563,Spanish Restaurant,Media-Park
1509,Media-Park,50.94732191471802,6.946696420480432,Bei Lena,4e176dbf88777e96476692c8,50.94609429617835,6.94466350096144,Gastropub,Media-Park
1516,Media-Park,50.94732191471802,6.946696420480432,Osman 30,4b3a8fb3f964a520f66925e3,50.948025881883474,6.943219767930982,Restaurant,Media-Park
1518,Media-Park,50.94732191471802,6.946696420480432,NENI,5b557e871acf11002c45a186,50.94202501986278,6.9436203497889135,Middle Eastern Restaurant,Gereons-Viertel
1520,Media-Park,50.94732191471802,6.946696420480432,Stadtgarten,4bc9dc64fb84c9b691bd1b3e,50.944557395196654,6.936846971511841,Park,Stadtgarten-Viertel
1524,Media-Park,50.94732191471802,6.946696420480432,Cinedom,4b058870f964a52010c622e3,50.94768065337188,6.945133279077709,Multiplex,Media-Park
1526,Media-Park,50.94732191471802,6.946696420480432,Pantanal Rodizio,4b636628f964a5200a772ae3,50.94687872,6.94467341,Brazilian Restaurant,Media-Park
1527,Media-Park,50.94732191471802,6.946696420480432,Pullman Hotel Cologne,4b7297e8f964a520c97f2de3,50.9406361,6.9457735,Hotel,Apostel-Viertel
1529,Media-Park,50.94732191471802,6.946696420480432,Kompakt,4b058871f964a52073c622e3,50.94381113632415,6.939437977472633,Record Shop,Stadtgarten-Viertel
1530,Media-Park,50.94732191471802,6.946696420480432,Club Déja Vu,4e0f957eb61c3fe4780f1a98,50.9483930631205,6.945651524066256,Nightclub,Media-Park
1531,Media-Park,50.94732191471802,6.946696420480432,Kaiser-Wilhelm-Ring,4b05886ef964a5205dc522e3,50.944657133650765,6.942487748125466,Plaza,Stadtgarten-Viertel
1533,Media-Park,50.94732191471802,6.946696420480432,Kitchenette,4b83dd92f964a520451431e3,50.94571836551329,6.940064456683686,Vegetarian / Vegan Restaurant,Media-Park
1535,Media-Park,50.94732191471802,6.946696420480432,Päff Schankwirtschaft,4b05886af964a52038c422e3,50.94142052747821,6.941475253352442,Bar,Gereons-Viertel
1538,Media-Park,50.94732191471802,6.946696420480432,Publicis Sapient,4edf8e67f5b93f54c43d1565,50.94368289073243,6.940660696215901,Office,Stadtgarten-Viertel
1540,Media-Park,50.94732191471802,6.946696420480432,Hommage,55b29fdf498ef0895602fb81,50.940584047879895,6.941621026672092,Café,Gereons-Viertel
1543,Media-Park,50.94732191471802,6.946696420480432,Sweet Sushi,4b98dfb4f964a520905335e3,50.939596447732086,6.947752548233069,Sushi Restaurant,Neumarkt-Viertel
1544,Media-Park,50.94732191471802,6.946696420480432,Jan von Werth,4bbe5022a55c76b05ecd6ee0,50.94430448330103,6.943662269877007,German Restaurant,Gereons-Viertel
1545,Media-Park,50.94732191471802,6.946696420480432,Sushi Nara,4b05886ff964a520ddc522e3,50.940644366236846,6.941455155039856,Sushi Restaurant,Gereons-Viertel
1547,Media-Park,50.94732191471802,6.946696420480432,Buchhandlung Walther König,4cb06355b4b0a35dfaa348ce,50.938571778249205,6.94490239016686,Bookstore,Apostel-Viertel
1549,Media-Park,50.94732191471802,6.946696420480432,Mc Lennon,4a172db1f964a52039791fe3,50.94643646810345,6.945808747857014,Bar,Media-Park
1551,Media-Park,50.94732191471802,6.946696420480432,Espressito,4d9b4185e086a35d44e0ccad,50.944683,6.9428854,Café,Media-Park
1552,Media-Park,50.94732191471802,6.946696420480432,Salädchen,4e086252c65b5bf277954d16,50.94463336392045,6.942441738107867,Salad Place,Stadtgarten-Viertel
1553,Media-Park,50.94732191471802,6.946696420480432,Scotia Spirit Scotch Whisky Shop Köln,528e589311d2527898c5ce79,50.941247307988384,6.944645044328371,Liquor Store,Gereons-Viertel
1555,Media-Park,50.94732191471802,6.946696420480432,Bastians,4b190acaf964a52065d723e3,50.9393882755901,6.947334372498502,Breakfast Spot,Neumarkt-Viertel
1557,Media-Park,50.94732191471802,6.946696420480432,Brauhaus Päffgen,4b8a4de0f964a520b46732e3,50.94068113385619,6.941723991280825,Brewery,Gereons-Viertel
1560,Media-Park,50.94732191471802,6.946696420480432,D.Light,50c1bf9de4b0227e8a7a880d,50.94038921746238,6.945289651099189,Breakfast Spot,Apostel-Viertel
1564,Media-Park,50.94732191471802,6.946696420480432,NeoNeo Pizza & Antipasti,558d3013498e11fe51cecbb1,50.9412673282708,6.941289985466465,Pizza Place,Gereons-Viertel
1566,Media-Park,50.94732191471802,6.946696420480432,KölnTourismus,510fe71ffe70e738b5c0510f,50.941554270512576,6.956277818165207,Tourist Information Center,City
1568,Media-Park,50.94732191471802,6.946696420480432,Akira,4b817eddf964a52038aa30e3,50.941593808052275,6.941268809795693,Japanese Restaurant,Gereons-Viertel
1570,Media-Park,50.94732191471802,6.946696420480432,Friesen,4ce838c09f776ea8aacf5c22,50.94065,6.9436605,Bar,Gereons-Viertel
1572,Media-Park,50.94732191471802,6.946696420480432,La Bodega,4b05886af964a5206dc422e3,50.94041362518895,6.9432066463462006,Tapas Restaurant,Gereons-Viertel
1573,Media-Park,50.94732191471802,6.946696420480432,Antik Hotel Bristol,4b058869f964a5201ec422e3,50.944885495855424,6.943551652502672,Hotel,Media-Park
